Date,Open,High,Low,Close,Volume,Change,MA3,MA5
2025-04-14,182900,184400,178000,180200,3466194,-0.0033185840707964376,181400.0,175740.0
2025-04-15,180200,182400,179700,180600,1915455,0.002219755826859071,180533.33333333334,177960.0
2025-04-16,176500,177500,173500,174000,2933428,-0.03654485049833889,178266.66666666666,179760.0
2025-04-17,172100,175400,171800,175000,2989493,0.005747126436781658,176533.33333333334,178120.0
2025-04-18,174000,175500,172800,175000,1305152,0.0,174666.66666666666,176960.0
2025-04-21,174800,180000,174500,176600,1877473,0.00914285714285712,175533.33333333334,176240.0
2025-04-22,175000,175500,173300,173800,2008388,-0.015855039637599044,175133.33333333334,174880.0
2025-04-23,179100,181600,178100,181000,3857373,0.04142692750287691,177133.33333333334,176280.0
2025-04-24,182800,183400,177600,178300,3162156,-0.014917127071823244,177700.0,176940.0
2025-04-25,182500,184900,182100,184400,3507810,0.034212002243410033,181233.33333333334,178820.0
2025-04-28,183500,183900,179700,182000,2455710,-0.013015184381778733,181566.66666666666,179900.0
2025-04-29,182000,182900,179100,180800,1866386,-0.00659340659340657,182400.0,181300.0
2025-04-30,179100,180000,176700,177500,2354473,-0.018252212389380573,180100.0,180600.0
2025-05-02,179400,186200,178400,186000,3886874,0.04788732394366191,181433.33333333334,182140.0
2025-05-07,187700,191500,185900,190800,3830097,0.02580645161290329,184766.66666666666,183420.0
2025-05-08,196000,196000,189400,190300,5125330,-0.00262054507337528,189033.33333333334,185080.0
2025-05-09,192000,192800,186800,190100,2539822,-0.0010509721492379942,190400.0,186940.0
2025-05-12,193600,195200,193500,195000,1624884,0.025775907417148858,191800.0,190440.0
2025-05-13,200500,201500,197300,198500,3385009,0.017948717948717885,194533.33333333334,192940.0
2025-05-14,207000,207000,204000,206000,3333511,0.037783375314861534,199833.33333333334,195980.0
2025-05-15,207500,208000,199500,200500,3178957,-0.02669902912621358,201666.66666666666,198020.0
2025-05-16,206000,206750,203500,204500,2419507,0.01995012468827939,203666.66666666666,200900.0
2025-05-19,203000,203000,197500,199400,2482673,-0.024938875305623442,201466.66666666666,201780.0
2025-05-20,202500,208000,201500,202000,2820546,0.013039117352056095,201966.66666666666,202480.0
2025-05-21,204500,205000,199900,200500,1721760,-0.007425742574257432,200633.33333333334,201380.0
2025-05-22,199900,201500,196500,196900,1988587,-0.01795511221945134,199800.0,200660.0
2025-05-23,199900,201500,198700,200000,1538701,0.015744032503808958,199133.33333333334,199760.0
2025-05-26,200000,203500,196900,201000,1079239,0.004999999999999893,199300.0,200080.0
