date,Close,negative,neutral,positive,total,positive_ratio,positive_ratio_ma,target,positive_ratio_ma_shift1,return_next,pos_ratio_lag1,close_lag1,close_lag2,return_today,return_lag1,return_ma3,pos_ratio_diff,sentiment_change_rate,close_ma5,close_std5,price_zscore,pred_prob,signal,strategy_return,cum_strategy,cum_hold
2024-02-23,161400,31.0,279.0,31.0,341.0,0.09090909090909091,0.09389874890836598,1,0.09190074691036397,0.0024783147459728205,0.09190074691036397,156500.0,149000.0,0.03130990415335466,0.05033557046979875,0.025878259811995874,0.0019980019980020136,0.02174086789469487,153560.0,5284.221797010417,1.4836621741418068,,0,0.0,1.0,1.2065622669649518
2024-02-26,161800,10.0,102.0,15.0,127.0,0.11811023622047244,0.11876351871911638,0,0.09389874890836598,-0.04944375772558718,0.09389874890836598,161400.0,156500.0,0.0024783147459728205,0.03130990415335466,0.028041263123042077,0.024864769810750392,0.2648040586250564,155660.0,6173.167744359454,0.9946271111149118,,0,-0.0,1.0,1.1469052945563014
2024-02-27,153800,48.0,237.0,24.0,309.0,0.07766990291262135,0.11248470176068777,1,0.11876351871911638,0.027308192457737412,0.11876351871911638,161800.0,161400.0,-0.04944375772558718,0.0024783147459728205,-0.005218512942086566,-0.006278816958428607,-0.05286822945418468,156500.0,5376.802023508026,-0.5021572280688921,,0,0.0,1.0,1.1782252050708428
2024-02-28,158000,10.0,82.0,7.0,99.0,0.0707070707070707,0.10531726602182345,0,0.11248470176068777,-0.011392405063291089,0.11248470176068777,153800.0,161800.0,0.027308192457737412,-0.04944375772558718,-0.006552416840625648,-0.007167435738864317,-0.06371920471561632,158300.0,3370.4599092705434,-0.089008624364539,,0,-0.0,1.0,1.1648023862788965
2024-02-29,156200,19.0,67.0,2.0,88.0,0.022727272727272728,0.0947795581156945,1,0.10531726602182345,0.06594110115236873,0.10531726602182345,158000.0,153800.0,-0.011392405063291089,0.027308192457737412,-0.011175990110380285,-0.010537707906128957,-0.10005679319424576,158240.0,3412.9166412322465,-0.5977292194465816,,0,0.0,1.0,1.2416107382550337
2024-03-04,166500,9.0,118.0,18.0,145.0,0.12413793103448276,0.13929697804979305,0,0.0947795581156945,-0.004204204204204198,0.0947795581156945,156200.0,158000.0,0.06594110115236873,-0.011392405063291089,0.02728562951560502,0.04451741993409855,0.4696943182596136,159260.0,4990.791520390328,1.4506716961468595,,0,-0.0,1.0,1.2363907531692768
2024-03-05,165800,7.0,86.0,15.0,108.0,0.1388888888888889,0.1480425474749741,0,0.13929697804979305,-0.017490952955367955,0.13929697804979305,166500.0,156200.0,-0.004204204204204198,0.06594110115236873,0.016781497294957815,0.008745569425181066,0.06278362637597845,160060.0,5760.902707041666,0.9963716264438703,,0,-0.0,1.0,1.214765100671141
2024-03-06,162900,17.0,41.0,11.0,69.0,0.15942028985507245,0.16071586449611724,1,0.1480425474749741,0.012277470841006721,0.1480425474749741,165800.0,166500.0,-0.017490952955367955,-0.004204204204204198,0.01474864799759886,0.012673317021143132,0.08560591017447527,161880.0,4611.615768903563,0.22118061241743708,,0,0.0,1.0,1.2296793437733036
2024-03-07,164900,11.0,73.0,8.0,92.0,0.08695652173913043,0.1698914714978112,1,0.16071586449611724,0.04244996967859316,0.16071586449611724,162900.0,165800.0,0.012277470841006721,-0.017490952955367955,-0.003139228772855144,0.009175607001693953,0.0570921049422326,163260.0,4171.690304900401,0.3931260185046634,,0,0.0,1.0,1.2818791946308727
2024-03-08,171900,29.0,155.0,13.0,197.0,0.06598984771573604,0.13699055027201687,0,0.1698914714978112,-0.030831878999418305,0.1698914714978112,164900.0,162900.0,0.04244996967859316,0.012277470841006721,0.012412162521410641,-0.03290092122579433,-0.19365846287474298,166400.0,3358.571124749333,1.6376011689823875,,0,-0.0,1.0,1.2423564504101419
2024-03-11,166600,19.0,88.0,17.0,124.0,0.13709677419354838,0.10200798387433305,0,0.13699055027201687,-0.005402160864345751,0.13699055027201687,171900.0,164900.0,-0.030831878999418305,0.04244996967859316,0.007965187173393859,-0.03498256639768382,-0.2553648140563002,166420.0,3359.6130729594443,0.053577598399282354,,0,-0.0,1.0,1.2356450410141686
2024-03-12,165700,8.0,64.0,8.0,80.0,0.1,0.09645242831877747,0,0.10200798387433305,-0.012673506336753126,0.10200798387433305,166600.0,171900.0,-0.005402160864345751,-0.030831878999418305,0.002071976604943034,-0.0055555555555555775,-0.05446196802006842,166400.0,3364.5207682521445,-0.2080534043972174,,0,-0.0,1.0,1.219985085756898
2024-03-13,163600,27.0,172.0,14.0,213.0,0.06572769953051644,0.0830677725581266,0,0.09645242831877747,-0.010391198044009786,0.09645242831877747,165700.0,166600.0,-0.012673506336753126,-0.005402160864345751,-0.016302515400172395,-0.013384655760650871,-0.13876950527792087,166540.0,3192.647803939545,-0.9208657454706428,,0,-0.0,1.0,1.2073079791200596
2024-03-14,161900,11.0,73.0,8.0,92.0,0.08695652173913043,0.08306777255812661,0,0.0830677725581266,-0.004323656578134605,0.0830677725581266,163600.0,165700.0,-0.010391198044009786,-0.012673506336753126,-0.009488955081702888,1.3877787807814457e-17,2.220446049250313e-16,165940.0,3801.7101415021107,-1.062679649323222,,0,-0.0,1.0,1.2020879940343028
2024-03-15,161200,21.0,107.0,15.0,143.0,0.1048951048951049,0.0886256664408936,1,0.08306777255812661,0.019230769230769162,0.08306777255812661,161900.0,163600.0,-0.004323656578134605,-0.010391198044009786,-0.009129453652965839,0.005557893882766993,0.06690794409923373,163800.0,2337.733945512192,-1.1121881534001279,,0,0.0,1.0,1.2252050708426547
2024-03-18,164300,13.0,65.0,2.0,80.0,0.025,0.08428381908173703,0,0.0886256664408936,-0.0249543517954961,0.0886256664408936,161200.0,161900.0,0.019230769230769162,-0.004323656578134605,0.0015053048695415905,-0.004341847359156575,-0.04899085709050488,163340.0,1817.4157477033152,0.5282225606403822,,0,-0.0,1.0,1.1946308724832213
2024-03-19,160200,33.0,138.0,13.0,184.0,0.07065217391304347,0.08009127249788608,0,0.08428381908173703,-0.023096129837702817,0.08428381908173703,164300.0,161200.0,-0.0249543517954961,0.019230769230769162,-0.0033490797142871807,-0.004192546583850945,-0.04974319661268656,162240.0,1692.040188648012,-1.2056451221941824,,0,-0.0,1.0,1.1670395227442207
2024-03-20,156500,67.0,255.0,26.0,348.0,0.07471264367816093,0.08137483594754959,1,0.08009127249788608,0.08626198083067083,0.08009127249788608,160200.0,164300.0,-0.023096129837702817,-0.0249543517954961,-0.009606570800809918,0.0012835634496635023,0.016026258662545034,160820.0,2849.0349243208657,-1.5163029287995735,,0,0.0,1.0,1.267710663683818
2024-03-21,170000,36.0,282.0,34.0,352.0,0.09659090909090909,0.08275117699780368,0,0.08137483594754959,-0.0011764705882353343,0.08137483594754959,156500.0,160200.0,0.08626198083067083,-0.023096129837702817,0.012737166399157304,0.0013763410502540957,0.01691359539134707,162440.0,5060.928768516704,1.493796958184761,,0,-0.0,1.0,1.2662192393736018
2024-03-22,169800,16.0,131.0,19.0,166.0,0.1144578313253012,0.08411728077354601,0,0.08275117699780368,-0.002355712603062443,0.08275117699780368,170000.0,156500.0,-0.0011764705882353343,0.08626198083067083,0.020663126801577558,0.001366103775742325,0.01650857214730106,164160.0,5922.2461954903565,0.9523413606639184,,0,-0.0,1.0,1.2632363907531692
2024-03-25,169400,20.0,76.0,7.0,103.0,0.06796116504854369,0.10600311169706968,1,0.08411728077354601,0.04250295159386064,0.08411728077354601,169800.0,170000.0,-0.002355712603062443,-0.0011764705882353343,0.02757659921312435,0.02188583092352367,0.2601823397316301,165180.0,6374.323493516783,0.6620310381630444,,0,0.0,1.0,1.3169276659209543
2024-03-26,176600,24.0,191.0,31.0,246.0,0.12601626016260162,0.113912266875578,1,0.10600311169706968,0.026047565118912708,0.10600311169706968,169400.0,169800.0,0.04250295159386064,-0.002355712603062443,0.01299025613418762,0.00790915517850832,0.07461248119876607,168460.0,7320.382503667414,1.111963752703082,,0,0.0,1.0,1.3512304250559282
2024-03-27,181200,32.0,159.0,19.0,210.0,0.09047619047619047,0.11616420213243936,0,0.113912266875578,-0.01655629139072845,0.113912266875578,176600.0,169400.0,0.026047565118912708,0.04250295159386064,0.022064934703236967,0.002251935256861362,0.019769032068522208,173400.0,5282.0450584977025,1.4767007690423686,,0,-0.0,1.0,1.3288590604026844
2024-03-28,178200,32.0,137.0,14.0,183.0,0.07650273224043716,0.11329446258237194,1,0.11616420213243936,0.026936026936027035,0.11616420213243936,181200.0,176600.0,-0.01655629139072845,0.026047565118912708,0.017331408440681633,-0.0028697395500674183,-0.024704164427485242,175040.0,5235.265036270847,0.6035988585309355,,0,0.0,1.0,1.3646532438478747
2024-03-29,183000,19.0,129.0,20.0,168.0,0.11904761904761904,0.11395014654270305,1,0.11329446258237194,0.013661202185792254,0.11329446258237194,178200.0,181200.0,0.026936026936027035,-0.01655629139072845,0.012142433554737098,0.0006556839603311104,0.0057874316659951575,177680.0,5260.418234323199,1.0113264312879235,,0,0.0,1.0,1.3832960477255778
2024-04-01,185500,12.0,113.0,16.0,141.0,0.11347517730496454,0.12408541446558619,1,0.11395014654270305,0.004312668463611891,0.11395014654270305,183000.0,178200.0,0.013661202185792254,0.026936026936027035,0.008013645910363612,0.010135267922883134,0.08894475549520187,180900.0,3586.0842154082216,1.282736189026269,,0,0.0,1.0,1.3892617449664428
2024-04-02,186300,16.0,112.0,18.0,146.0,0.1232876712328767,0.12369561604705405,0,0.12408541446558619,-0.03811057434245835,0.12408541446558619,185500.0,183000.0,0.004312668463611891,0.013661202185792254,0.014969965861810394,-0.00038979841853213626,-0.0031413717737167612,182840.0,3289.832822500256,1.051725174706725,,0,-0.0,1.0,1.336316181953766
2024-04-03,179200,52.0,152.0,28.0,232.0,0.1206896551724138,0.12801182528937166,1,0.12369561604705405,0.049107142857142794,0.12369561604705405,186300.0,185500.0,-0.03811057434245835,0.004312668463611891,-0.006712234564351401,0.004316209242317612,0.03489379316948238,182440.0,3641.840194187548,-0.8896601243434862,,0,0.0,1.0,1.4019388516032811
2024-04-04,188000,27.0,135.0,33.0,195.0,0.16923076923076924,0.14125868771656197,0,0.12801182528937166,-0.02765957446808509,0.12801182528937166,179200.0,186300.0,0.049107142857142794,-0.03811057434245835,0.005103078992765446,0.013246862427190309,0.1034815525616144,184400.0,3419.7953155123187,1.0526945819447924,,0,-0.0,1.0,1.3631618195376585
2024-04-05,182800,19.0,93.0,20.0,132.0,0.15151515151515152,0.14589690664049518,0,0.14125868771656197,-0.008752735229759279,0.14125868771656197,188000.0,179200.0,-0.02765957446808509,0.049107142857142794,-0.005554335317800215,0.004638218923933207,0.0328349285903029,184360.0,3441.3660078521143,-0.4533083654689943,,0,-0.0,1.0,1.3512304250559284
2024-04-08,181200,14.0,78.0,15.0,107.0,0.14018691588785046,0.13249109079521917,1,0.14589690664049518,0.00938189845474624,0.14589690664049518,182800.0,188000.0,-0.008752735229759279,-0.02765957446808509,0.004231611053099475,-0.013405815845276003,-0.09188553858999426,183500.0,3618.010503025109,-0.6357084917461994,,0,0.0,1.0,1.3639075316927667
2024-04-09,182900,9.0,54.0,1.0,64.0,0.015625,0.11711070919052251,1,0.13249109079521917,0.03007107709130663,0.13249109079521917,181200.0,182800.0,0.00938189845474624,-0.008752735229759279,-0.00901013708103271,-0.015380381604696666,-0.11608615728335192,182820.0,3262.207841324645,0.02452326886919485,,0,0.0,1.0,1.4049217002237135
2024-04-11,188400,16.0,66.0,5.0,87.0,0.05747126436781609,0.08390368632832723,0,0.11711070919052251,-0.005307855626326963,0.11711070919052251,182900.0,181200.0,0.03007107709130663,0.00938189845474624,0.01023341343876453,-0.033207022862195276,-0.28355240175492546,184660.0,3304.2397007481163,1.1318791427732142,,0,-0.0,1.0,1.3974645786726323
2024-04-12,187400,19.0,79.0,13.0,111.0,0.11711711711711711,0.0789896814143223,1,0.08390368632832723,0.004268943436499528,0.08390368632832723,188400.0,182900.0,-0.005307855626326963,0.03007107709130663,0.011381706639908637,-0.004914004914004927,-0.05856721115656016,184540.0,3160.379724020517,0.9049545465256987,,0,0.0,1.0,1.4034302759134973
2024-04-15,188200,9.0,66.0,6.0,81.0,0.07407407407407407,0.05249457981908721,0,0.0789896814143223,-0.048352816153028666,0.0789896814143223,187400.0,188400.0,0.004268943436499528,-0.005307855626326963,0.009677388300493065,-0.026495101595235097,-0.335424844370002,185620.0,3334.9662666959616,0.7736210185286442,,0,-0.0,1.0,1.3355704697986577
2024-04-16,179100,24.0,124.0,4.0,152.0,0.02631578947368421,0.05402183545818495,0,0.05249457981908721,-0.002233389168062483,0.05249457981908721,188200.0,187400.0,-0.048352816153028666,0.004268943436499528,-0.0164639094476187,0.0015272556390977451,0.02909358726865041,185200.0,4079.8284277650696,-1.4951609137498905,,0,-0.0,1.0,1.3325876211782253
2024-04-17,178700,13.0,66.0,10.0,89.0,0.11235955056179775,0.07007319982415607,1,0.05402183545818495,0.020145495243424794,0.05402183545818495,179100.0,188200.0,-0.002233389168062483,-0.048352816153028666,-0.015439087294863874,0.016051364365971113,0.2971273417467555,184360.0,5000.29999100054,-1.1319320861121887,,0,0.0,1.0,1.359433258762118
2024-04-18,182300,29.0,90.0,12.0,131.0,0.0916030534351145,0.07494916969091296,0,0.07007319982415607,-0.04936917169500821,0.07007319982415607,178700.0,179100.0,0.020145495243424794,-0.002233389168062483,-0.010146903359222118,0.004875969866756896,0.06958394762894815,183140.0,4485.866694408116,-0.18725478424205227,,0,-0.0,1.0,1.2923191648023866
2024-04-19,173300,46.0,256.0,25.0,327.0,0.0764525993883792,0.06913995287252184,0,0.07494916969091296,-0.009809578765147098,0.07494916969091296,182300.0,178700.0,-0.04936917169500821,0.020145495243424794,-0.010485688539881965,-0.005809216818391125,-0.0775087548314154,180320.0,5463.698381133424,-1.284843984843784,,0,-0.0,1.0,1.2796420581655485
2024-04-22,171600,59.0,281.0,26.0,366.0,0.07103825136612021,0.06539196200300204,0,0.06913995287252184,-0.0034965034965035446,0.06913995287252184,173300.0,182300.0,-0.009809578765147098,-0.04936917169500821,-0.013011085072243503,-0.003747990869519796,-0.05420875649756707,177000.0,4422.668877499196,-1.2209822054445634,,0,-0.0,1.0,1.2751677852348997
2024-04-23,171000,15.0,99.0,12.0,126.0,0.09523809523809523,0.07523800568363218,1,0.06539196200300204,0.05146198830409365,0.06539196200300204,171600.0,173300.0,-0.0034965034965035446,-0.009809578765147098,-0.020891751318886282,0.009846043680630134,0.15056963239882792,175380.0,4917.011287357393,-0.8907850204171476,,0,0.0,1.0,1.3407904548844152
2024-04-24,179800,16.0,129.0,19.0,164.0,0.11585365853658537,0.0757371639657447,0,0.07523800568363218,-0.05116796440489435,0.07523800568363218,171000.0,171600.0,0.05146198830409365,-0.0034965034965035446,0.012718635347481003,0.0004991582821125273,0.006634390127397083,175600.0,5122.987409705395,0.8198341444375181,,0,-0.0,1.0,1.2721849366144673
2024-04-25,170600,95.0,389.0,70.0,554.0,0.1263537906137184,0.08070155499125954,1,0.0757371639657447,0.042203985932004695,0.0757371639657447,179800.0,171000.0,-0.05116796440489435,0.05146198830409365,-0.001067493199101414,0.004964391025514839,0.06554762240318635,173260.0,3798.420724459048,-0.7002910401345348,,0,0.0,1.0,1.3258762117822525
2024-04-26,177800,24.0,162.0,30.0,216.0,0.1388888888888889,0.08962102491990377,0,0.08070155499125954,-0.010686164229471329,0.08070155499125954,170600.0,179800.0,0.042203985932004695,-0.05116796440489435,0.014166003277067999,0.00891946992864423,0.11052413958578944,174160.0,4309.060222368678,0.8447317540619338,,0,-0.0,1.0,1.311707680835198
2024-04-29,175900,10.0,97.0,17.0,124.0,0.13709677419354838,0.13408805609371735,0,0.08962102491990377,-0.009664582148948275,0.08962102491990377,177800.0,170600.0,-0.010686164229471329,0.042203985932004695,-0.006550047567453661,0.04446703117381358,0.49616740283381855,175020.0,4094.1421567893804,0.2149412419743858,,0,-0.0,1.0,1.2990305741983597
2024-04-30,174200,36.0,107.0,7.0,150.0,0.04666666666666667,0.12714928058351327,0,0.13408805609371735,-0.003444316877152742,0.13408805609371735,175900.0,177800.0,-0.009664582148948275,-0.010686164229471329,0.007284413184528364,-0.0069387755102040816,-0.05174790143392338,175660.0,3518.238195460904,-0.4149804302288674,,0,-0.0,1.0,1.2945563012677108
2024-05-02,173600,15.0,116.0,12.0,143.0,0.08391608391608392,0.1179290855500533,0,0.12714928058351327,-0.0023041474654378336,0.12714928058351327,174200.0,175900.0,-0.003444316877152742,-0.009664582148948275,-0.00793168775185745,-0.009220195033459971,-0.07251472435507833,174420.0,2689.237810235458,-0.3049191101207239,,0,-0.0,1.0,1.2915734526472782
2024-05-03,173200,17.0,98.0,10.0,125.0,0.08,0.10951638713735487,1,0.1179290855500533,0.036951501154734334,0.1179290855500533,173600.0,174200.0,-0.0023041474654378336,-0.003444316877152742,-0.005137682163846284,-0.008412698412698427,-0.07133692569105676,174940.0,1902.104098097683,-0.914776431920942,,0,0.0,1.0,1.3392990305741983
2024-05-07,179600,13.0,105.0,9.0,127.0,0.07086614173228346,0.1603510354617038,0,0.10951638713735487,-0.008908685968819552,0.10951638713735487,173200.0,173600.0,0.036951501154734334,-0.0023041474654378336,0.010401012270714586,0.05083464832434892,0.46417389810889564,175300.0,2615.339366124404,1.6441460927390261,,0,-0.0,1.0,1.3273676360924682
2024-05-08,178000,14.0,74.0,7.0,95.0,0.07368421052631578,0.15748449410832036,0,0.1603510354617038,-0.014606741573033655,0.1603510354617038,179600.0,173200.0,-0.008908685968819552,0.036951501154734334,0.00857955590682565,-0.002866541353383434,-0.01787666256803211,175720.0,2889.9826989101507,0.7889320586105297,,0,-0.0,1.0,1.3079791200596569
2024-05-09,175400,17.0,79.0,8.0,104.0,0.07692307692307693,0.15648549310931933,1,0.15748449410832036,0.025655644241733278,0.15748449410832036,178000.0,179600.0,-0.014606741573033655,-0.008908685968819552,0.0044786912042937095,-0.0009990009990010207,-0.0063434880027863905,175960.0,2779.9280566230486,-0.20144406207413396,,0,0.0,1.0,1.3415361670395227
